"ENSG_id","SRR7351059","SRR7351063","SRR7351065","SRR7351060","SRR7351064","SRR7351066"
"ENSG00000144214",47,37,46,50,56,31
"ENSG00000144218",215,435,169,241,112,67
"ENSG00000144224",4617,3673,4478,5244,3245,3114
"ENSG00000144227",0,0,0,0,0,0
"ENSG00000144228",2311,1841,3194,1662,1267,2808
"ENSG00000144229",0,1,0,0,0,0
"ENSG00000144230",7,11,18,9,6,11
"ENSG00000144231",406,446,312,599,324,168
"ENSG00000144233",879,877,742,991,623,530
"ENSG00000144278",0,3,0,0,0,0
"ENSG00000144283",367,478,742,397,342,542
"ENSG00000144285",0,4,2,0,8,0
"ENSG00000144290",219,144,78,178,62,13
"ENSG00000144306",371,313,331,382,331,165
"ENSG00000144320",597,567,358,761,346,290
"ENSG00000144331",0,1,0,2,0,0
"ENSG00000144339",0,1,0,0,0,1
"ENSG00000144354",281,94,59,388,124,26
"ENSG00000144355",0,0,1,0,0,0
"ENSG00000144357",1104,1010,1129,1081,592,839
"ENSG00000144362",21,18,14,28,18,4
"ENSG00000144366",0,0,0,0,0,0
"ENSG00000144369",12,18,11,7,6,5
"ENSG00000144381",2220,2168,1267,2759,1373,723
"ENSG00000144395",11,9,2,21,5,2
"ENSG00000144401",223,266,236,368,220,159
"ENSG00000144406",5,1,0,1,1,0
"ENSG00000144407",7,8,15,9,9,13
"ENSG00000144410",2,1,3,2,0,0
"ENSG00000144426",344,319,183,309,100,109
"ENSG00000144445",380,428,595,402,433,394
"ENSG00000144451",63,56,25,91,49,1
"ENSG00000144452",0,3,0,0,0,0
"ENSG00000144455",511,456,406,676,392,400
"ENSG00000144460",4,2,2,4,0,0
"ENSG00000144468",409,538,335,565,282,192
"ENSG00000144476",51,48,37,75,34,15
"ENSG00000144481",1,6,0,0,0,0
"ENSG00000144485",25,46,29,56,36,10
"ENSG00000144488",5,3,4,1,4,2
"ENSG00000144504",744,759,465,908,385,226
"ENSG00000144524",633,670,436,859,469,262
"ENSG00000144535",660,662,283,714,289,139
"ENSG00000144550",10,10,16,20,9,16
"ENSG00000144554",420,413,378,564,319,214
"ENSG00000144559",275,270,118,295,170,55
"ENSG00000144560",562,641,415,770,407,276
"ENSG00000144566",1937,1658,2272,2020,1643,1675
"ENSG00000144567",2017,2170,2843,2320,2208,2092
"ENSG00000144579",4744,3807,5850,6858,3939,4591
"ENSG00000144580",980,1027,593,1247,657,339
"ENSG00000144583",0,1,0,0,2,0
"ENSG00000144589",1063,1085,984,1405,852,737
"ENSG00000144591",594,706,423,968,488,329
"ENSG00000144596",2,2,3,4,4,0
"ENSG00000144597",1526,1384,920,1426,850,681
"ENSG00000144619",0,0,0,0,0,0
"ENSG00000144635",2005,1508,2811,1727,1756,1776
"ENSG00000144642",7,4,3,4,4,1
"ENSG00000144644",0,0,0,0,0,0
"ENSG00000144645",112,301,88,129,53,43
"ENSG00000144647",80,103,58,95,58,32
"ENSG00000144648",0,4,2,1,1,2
"ENSG00000144649",2,2,2,0,0,1
"ENSG00000144655",6365,6752,2048,4666,5296,3218
"ENSG00000144659",698,787,278,882,397,120
"ENSG00000144668",29,27,34,11,24,75
"ENSG00000144671",5,5,20,4,4,20
"ENSG00000144674",1880,1458,1249,1821,721,683
"ENSG00000144677",157,234,240,113,122,156
"ENSG00000144681",1,3,4,3,10,1
"ENSG00000144711",5965,5506,10159,7047,5548,9487
"ENSG00000144712",19,15,12,8,3,7
"ENSG00000144713",10291,11082,5864,14743,7459,3217
"ENSG00000144724",3,4,10,1,0,3
"ENSG00000144730",0,1,0,1,0,0
"ENSG00000144736",245,238,118,299,121,69
"ENSG00000144741",295,307,106,336,166,46
"ENSG00000144744",2483,2242,2857,2991,2052,2144
"ENSG00000144746",4488,4218,4244,5817,4337,3191
"ENSG00000144747",2433,1954,2655,2405,1744,1672
"ENSG00000144749",970,662,303,1083,325,103
"ENSG00000144771",0,1,0,0,0,0
"ENSG00000144785",0,0,0,0,0,0
"ENSG00000144791",1128,1777,870,1722,1051,468
"ENSG00000144792",22,37,19,27,17,14
"ENSG00000144802",9828,10512,4329,8842,7300,4476
"ENSG00000144810",0,0,0,0,0,0
"ENSG00000144815",1611,1512,1056,2095,1370,889
"ENSG00000144820",0,0,0,2,1,0
"ENSG00000144821",2,5,0,2,3,0
"ENSG00000144824",175,187,107,215,113,40
"ENSG00000144827",391,461,394,557,280,195
"ENSG00000144834",0,0,0,1,1,0
"ENSG00000144837",1,7,0,3,3,3
"ENSG00000144840",434,484,271,499,272,111
"ENSG00000144843",254,374,233,363,234,207
"ENSG00000144847",2,5,0,3,1,1
"ENSG00000144848",3005,2919,3612,3614,4196,2532
"ENSG00000144852",9,5,4,9,3,0
"ENSG00000144857",0,6,0,0,1,4
"ENSG00000144867",428,395,217,535,225,105
"ENSG00000144868",1,0,0,2,0,1
"ENSG00000144891",0,0,0,0,0,0
"ENSG00000144893",25,66,67,19,87,13
"ENSG00000144895",1287,1416,966,1881,937,639
"ENSG00000144908",0,0,0,0,0,0
"ENSG00000144909",1995,1733,3222,1961,1812,2414
"ENSG00000144935",97,119,39,84,43,6
"ENSG00000144959",190,248,181,274,139,116
"ENSG00000144962",0,0,0,0,0,0
"ENSG00000145002",1,1,2,2,2,0
"ENSG00000145012",2943,2398,3182,2752,1267,2256
"ENSG00000145014",37,49,26,70,26,7
"ENSG00000145016",1736,2111,1554,2260,1727,1077
"ENSG00000145020",8,7,4,11,2,3
"ENSG00000145022",553,626,531,824,530,466
"ENSG00000145029",0,0,0,0,0,0
"ENSG00000145040",2,0,3,0,1,1
"ENSG00000145041",913,868,534,1121,514,260
"ENSG00000145050",675,546,309,747,390,180
"ENSG00000145063",0,1,0,1,4,0
"ENSG00000145075",6,9,2,13,3,0
"ENSG00000145087",0,1,0,0,0,0
"ENSG00000145088",235,258,158,314,227,134
"ENSG00000145103",7,9,4,14,2,0
"ENSG00000145107",8,14,5,30,16,0
"ENSG00000145113",0,9,0,0,1,2
"ENSG00000145147",1,2,0,2,0,0
"ENSG00000145191",1239,1320,810,1644,848,441
"ENSG00000145192",1,0,0,0,0,0
"ENSG00000145194",40,26,24,54,18,11
"ENSG00000145198",0,3,1,0,1,0
"ENSG00000145214",1560,1036,998,2443,702,627
"ENSG00000145216",549,448,498,664,415,328
"ENSG00000145217",14,22,6,24,6,3
"ENSG00000145220",936,756,401,1123,478,217
"ENSG00000145241",1047,887,494,978,414,255
"ENSG00000145242",0,0,0,0,0,0
"ENSG00000145244",11,4,12,11,24,2
"ENSG00000145246",609,838,506,697,492,333
"ENSG00000145247",338,291,117,377,206,47
"ENSG00000145248",1,0,1,4,3,0
"ENSG00000145283",0,1,2,0,2,1
"ENSG00000145284",56,72,62,60,40,15
"ENSG00000145287",2146,2553,1629,3564,2164,1246
"ENSG00000145293",517,543,233,701,281,125
"ENSG00000145309",0,0,0,0,0,0
"ENSG00000145321",0,0,0,0,0,0
"ENSG00000145331",99,127,96,166,101,56
"ENSG00000145332",835,788,1490,785,690,1793
"ENSG00000145335",179,501,351,127,284,237
"ENSG00000145337",542,701,347,799,510,233
"ENSG00000145348",559,448,250,661,264,178
"ENSG00000145349",724,1051,459,978,442,225
"ENSG00000145354",291,295,213,421,262,108
"ENSG00000145358",7,4,5,7,0,1
"ENSG00000145362",0,7,17,0,2,11
"ENSG00000145365",433,571,419,542,1225,250
"ENSG00000145375",183,232,70,218,67,37
"ENSG00000145384",2,1,9,0,0,73
"ENSG00000145386",108,50,54,166,57,22
"ENSG00000145388",592,528,412,744,425,239
"ENSG00000145390",481,519,221,392,241,103
"ENSG00000145391",727,1023,664,865,569,507
"ENSG00000145414",281,284,93,324,111,75
"ENSG00000145416",1655,2496,1853,2124,1242,1370
"ENSG00000145423",0,0,0,0,1,0
"ENSG00000145425",21810,20886,12486,28432,16962,7333
"ENSG00000145428",16,10,15,18,5,9
"ENSG00000145431",128,216,128,127,109,55
"ENSG00000145439",463,474,451,641,446,305
"ENSG00000145451",1,4,3,1,0,3
"ENSG00000145476",824,1209,431,1201,716,122
"ENSG00000145491",210,137,652,191,459,714
"ENSG00000145494",584,577,370,839,499,220
"ENSG00000145495",5184,4222,5289,5684,3235,3458
"ENSG00000145506",0,2,0,0,0,0
"ENSG00000145526",0,0,0,0,0,0
"ENSG00000145536",0,2,0,0,0,0
"ENSG00000145545",467,699,487,717,494,401
"ENSG00000145555",56,86,71,84,163,90
"ENSG00000145569",1279,1142,1048,1428,794,929
"ENSG00000145592",14088,12826,8283,18390,10906,5196
"ENSG00000145604",344,302,263,443,192,107
"ENSG00000145623",4,5,6,1,2,4
"ENSG00000145626",0,0,0,0,0,0
"ENSG00000145632",1001,691,219,776,63,115
"ENSG00000145642",0,0,0,1,0,0
"ENSG00000145649",2684,1451,1009,3951,1542,300
"ENSG00000145675",3327,2671,2023,3953,1560,1448
"ENSG00000145681",0,0,0,0,0,0
"ENSG00000145685",222,334,348,387,633,341
"ENSG00000145687",530,574,663,496,384,337
"ENSG00000145692",2,0,0,0,0,0
"ENSG00000145700",22,19,3,16,6,0
"ENSG00000145703",4796,3985,5820,5009,2880,4513
"ENSG00000145708",16,15,19,24,6,15
"ENSG00000145715",1360,1434,1014,1598,746,771
"ENSG00000145721",0,1,0,0,0,0
"ENSG00000145723",156,138,162,203,181,95
"ENSG00000145725",1807,1940,1593,1998,1361,1123
"ENSG00000145730",896,700,446,967,682,476
"ENSG00000145734",2002,1647,1067,2033,755,689
"ENSG00000145736",181,153,468,193,177,363
"ENSG00000145740",765,690,570,888,553,332
"ENSG00000145741",6032,5754,3384,7594,4458,2264
"ENSG00000145743",493,499,361,560,262,192
"ENSG00000145757",6,8,5,4,4,0
"ENSG00000145777",2,1,1,1,0,2
"ENSG00000145779",2877,2585,2492,3540,2161,1947
"ENSG00000145780",1256,1377,1528,1156,1038,1556
"ENSG00000145781",394,393,255,483,218,121
"ENSG00000145782",1818,1654,1740,1823,1169,1122
"ENSG00000145794",0,3,0,0,0,0
"ENSG00000145808",0,1,2,0,0,0
"ENSG00000145817",573,554,436,678,415,279
"ENSG00000145819",5199,3982,9394,4623,5287,6772
"ENSG00000145824",0,0,0,0,0,1
"ENSG00000145826",0,0,0,0,0,0
"ENSG00000145832",0,3,0,0,0,0
"ENSG00000145833",2715,2410,2114,3073,1881,1382
"ENSG00000145835",0,0,0,0,0,0
"ENSG00000145839",0,0,0,0,1,0
"ENSG00000145850",28,14,3,25,22,3
"ENSG00000145860",2495,1876,3589,2831,1850,3217
"ENSG00000145861",1,1,0,0,0,0
"ENSG00000145863",0,0,0,0,0,0
"ENSG00000145864",0,1,0,0,0,0
"ENSG00000145868",1970,1587,3058,2008,1638,2633
"ENSG00000145879",0,0,0,0,0,0
"ENSG00000145882",729,827,410,979,553,191
"ENSG00000145888",0,0,0,0,0,0
"ENSG00000145901",5391,4450,7910,5818,5825,6190
"ENSG00000145907",3052,2778,1651,3830,1742,827
"ENSG00000145908",42,74,14,50,24,12
"ENSG00000145911",41,109,26,55,33,5
"ENSG00000145912",510,603,252,797,451,135
"ENSG00000145916",465,546,386,684,412,251
"ENSG00000145919",218,275,159,269,175,99
"ENSG00000145920",2,0,2,2,0,4
"ENSG00000145934",0,3,0,0,0,0
"ENSG00000145936",135,336,230,289,183,116
"ENSG00000145945",105,151,66,144,67,38
"ENSG00000145949",39,84,30,49,32,11
"ENSG00000145975",0,1,0,0,0,0
"ENSG00000145979",274,190,212,269,134,149
"ENSG00000145982",224,220,95,280,109,47
"ENSG00000145990",576,640,395,976,473,224
"ENSG00000145996",268,299,117,329,125,74
"ENSG00000146001",0,1,0,0,0,0
"ENSG00000146005",9,6,2,5,1,4
"ENSG00000146006",10,8,2,8,3,0
"ENSG00000146007",2037,1428,2331,2127,2494,1801
"ENSG00000146013",0,0,0,0,0,0
"ENSG00000146021",301,214,118,276,110,35
"ENSG00000146038",0,1,0,0,2,0
"ENSG00000146039",0,2,0,0,0,0
"ENSG00000146047",0,0,0,0,0,0
"ENSG00000146049",0,0,0,0,0,0
"ENSG00000146054",93,199,120,151,154,133
"ENSG00000146063",2007,1751,1569,2397,1630,1314
"ENSG00000146066",930,1152,530,1514,824,432
"ENSG00000146067",3125,2770,3610,4015,2785,2981
"ENSG00000146070",194,134,144,349,68,56
"ENSG00000146072",24,58,28,20,38,6
"ENSG00000146083",5028,5002,6447,5999,3954,5622
"ENSG00000146085",422,306,288,557,247,219
"ENSG00000146090",0,0,0,0,0,2
"ENSG00000146094",4749,3503,11500,5359,6286,12058
"ENSG00000146109",783,570,580,985,620,331
"ENSG00000146112",8770,6373,15262,9619,9527,11602
"ENSG00000146122",10,2,116,8,5,1744
"ENSG00000146143",165,127,100,197,88,49
"ENSG00000146147",0,0,0,0,0,0
"ENSG00000146151",0,1,0,0,0,0
"ENSG00000146166",4,1,1,7,7,5
"ENSG00000146192",3359,5090,2870,5780,2943,2255
"ENSG00000146197",19,6,4,20,5,1
"ENSG00000146205",2,7,5,3,0,0
"ENSG00000146215",25,91,39,41,66,20
"ENSG00000146216",2,6,0,1,2,0
"ENSG00000146221",2,6,1,10,1,0
"ENSG00000146223",1282,1261,826,1887,864,440
"ENSG00000146232",820,1368,407,830,569,193
"ENSG00000146233",0,0,0,0,1,0
"ENSG00000146242",9,32,9,11,10,3
"ENSG00000146243",65,34,26,65,26,7
"ENSG00000146247",4972,3933,5626,4981,2607,4072
"ENSG00000146250",2,8,5,2,0,1
"ENSG00000146263",300,311,143,364,97,91
"ENSG00000146267",0,0,0,3,1,0
"ENSG00000146276",0,1,0,0,0,0
"ENSG00000146278",10476,9827,11452,7917,8186,9549
"ENSG00000146281",449,393,389,523,326,219
"ENSG00000146282",566,550,523,811,413,378
"ENSG00000146285",1283,1075,955,1255,558,785
"ENSG00000146350",177,122,63,169,47,22
"ENSG00000146352",0,2,0,0,0,0
"ENSG00000146360",0,0,0,0,0,0
"ENSG00000146373",232,342,266,283,239,195
"ENSG00000146374",0,0,0,0,0,0
"ENSG00000146376",637,755,556,704,432,427
"ENSG00000146378",0,0,0,0,0,0
"ENSG00000146383",0,0,0,0,0,0
"ENSG00000146385",0,0,0,0,0,0
"ENSG00000146386",1077,1046,652,1553,869,427
"ENSG00000146399",0,0,0,0,1,0
"ENSG00000146409",474,575,297,507,290,140
"ENSG00000146410",55,48,25,67,41,21
"ENSG00000146411",2,1,4,2,3,2
"ENSG00000146414",1022,923,489,924,345,242
"ENSG00000146416",224,257,306,204,224,194
"ENSG00000146425",1256,1123,2341,1715,2491,1697
"ENSG00000146426",286,125,435,245,121,430
"ENSG00000146433",2040,1490,1126,2803,1152,511
"ENSG00000146453",6,3,2,6,2,3
"ENSG00000146457",2830,2419,3158,3173,2398,1922
"ENSG00000146463",962,1048,590,1067,462,453
"ENSG00000146469",0,0,1,0,0,0
"ENSG00000146476",526,468,728,630,447,519
"ENSG00000146477",0,1,1,1,1,0
"ENSG00000146521",0,0,0,0,0,0
"ENSG00000146530",20,28,3,19,12,4
"ENSG00000146535",534,726,360,772,387,220
"ENSG00000146540",460,612,276,837,436,238
"ENSG00000146555",3,5,3,3,7,18
"ENSG00000146556",422,620,707,498,478,482
"ENSG00000146574",543,543,308,707,270,266
"ENSG00000146576",781,796,693,1121,629,496
"ENSG00000146587",841,670,461,1088,377,258
"ENSG00000146592",5449,3350,13895,4351,7358,9412
"ENSG00000146618",0,0,0,0,0,0
"ENSG00000146648",0,1,0,0,0,0
"ENSG00000146666",0,0,0,0,0,0
"ENSG00000146670",53,31,16,99,31,7
"ENSG00000146674",108,129,55,194,43,13
"ENSG00000146676",2708,2073,2484,2711,2031,1547
"ENSG00000146677",16,14,3,18,15,4
"ENSG00000146678",0,0,0,0,0,0
"ENSG00000146700",4,15,6,5,8,10
"ENSG00000146701",1320,1409,905,1923,1001,608
"ENSG00000146707",102,110,128,145,81,73
"ENSG00000146722",0,0,0,0,0,0
"ENSG00000146729",770,926,579,999,622,392
"ENSG00000146731",1624,1877,1070,2495,1248,763
"ENSG00000146733",32,29,29,63,41,31
"ENSG00000146755",0,2,4,0,1,0
"ENSG00000146757",349,332,258,351,172,113
"ENSG00000146776",845,875,469,895,394,395
"ENSG00000146802",897,791,630,957,559,374
"ENSG00000146809",0,1,0,0,0,0
"ENSG00000146826",1756,1372,2537,2099,1782,1629
"ENSG00000146828",7412,5741,10972,8154,8367,9828
"ENSG00000146830",4229,4440,3991,4983,3240,2681
"ENSG00000146833",914,889,710,1114,464,450
"ENSG00000146834",2012,2072,1211,1698,1066,770
"ENSG00000146839",0,3,0,0,2,0
"ENSG00000146842",413,400,231,556,242,126
"ENSG00000146856",26,36,15,35,37,1
"ENSG00000146857",0,0,0,0,0,0
"ENSG00000146858",26,20,21,32,15,13
"ENSG00000146859",2040,1556,4272,1791,3333,2858
"ENSG00000146872",1225,1046,1326,1242,833,1067
"ENSG00000146904",141,187,108,175,154,54
"ENSG00000146909",836,851,418,977,447,235
"ENSG00000146910",0,0,2,0,0,0
"ENSG00000146918",315,367,140,441,186,55
"ENSG00000146926",0,1,0,0,0,0
"ENSG00000146938",0,0,10,0,1,5
"ENSG00000146950",3,1,0,2,0,1
"ENSG00000146955",9,10,45,26,12,46
"ENSG00000146963",1046,1141,681,1280,626,402
"ENSG00000146966",0,2,0,0,2,0
"ENSG00000147003",4,2,2,5,3,0
"ENSG00000147010",4929,3879,5972,5590,3651,4406
"ENSG00000147027",0,0,0,0,0,0
"ENSG00000147036",71,67,52,60,43,29
"ENSG00000147041",0,1,1,0,0,0
"ENSG00000147044",522,580,237,620,261,166
"ENSG00000147050",1461,1829,2395,1446,1572,1836
"ENSG00000147059",0,0,0,1,0,0
"ENSG00000147065",28815,24300,38381,33168,23174,29291
"ENSG00000147081",0,0,0,0,0,0
"ENSG00000147082",5,5,5,6,6,3
"ENSG00000147099",292,252,134,345,153,102
"ENSG00000147100",1,3,0,0,3,1
"ENSG00000147113",0,1,1,0,0,0
"ENSG00000147117",18,11,9,14,4,4
"ENSG00000147118",437,387,514,492,317,346
"ENSG00000147119",331,348,334,298,231,165
"ENSG00000147121",318,238,234,378,209,144
"ENSG00000147123",520,596,408,831,470,262
"ENSG00000147124",384,339,206,387,176,111
"ENSG00000147127",1,0,0,0,0,0
"ENSG00000147130",705,819,428,916,405,191
"ENSG00000147133",2452,1957,2100,2615,1501,1194
"ENSG00000147138",324,310,129,397,139,38
"ENSG00000147140",5365,5208,3570,6755,3559,2236
"ENSG00000147144",179,164,100,225,80,52
"ENSG00000147145",3,0,3,0,1,0
"ENSG00000147155",374,357,166,572,293,74
"ENSG00000147160",0,0,0,0,0,0
"ENSG00000147162",22997,17363,17066,27814,12208,12011
"ENSG00000147164",644,700,445,778,485,364
"ENSG00000147166",21,18,16,34,33,13
"ENSG00000147168",7420,6414,5736,8625,6855,3596
"ENSG00000147174",132,101,164,208,180,140
"ENSG00000147180",48,85,17,40,23,8
"ENSG00000147183",0,0,0,0,0,0
"ENSG00000147202",655,869,450,832,402,410
"ENSG00000147206",1,2,2,2,0,1
"ENSG00000147223",0,0,0,0,0,0
"ENSG00000147224",620,628,327,856,455,153
"ENSG00000147231",144,137,86,175,73,23
"ENSG00000147234",156,106,96,246,50,20
"ENSG00000147246",0,0,0,0,2,0
"ENSG00000147251",4969,3895,5452,5125,3063,4132
"ENSG00000147255",0,0,0,0,0,0
"ENSG00000147256",0,0,0,0,0,0
"ENSG00000147257",3,0,0,0,0,0
"ENSG00000147262",0,0,0,0,0,0
"ENSG00000147274",4365,4402,2237,5187,2410,1273
"ENSG00000147316",597,650,270,664,272,126
"ENSG00000147324",739,711,375,864,406,171
"ENSG00000147364",448,426,250,662,307,109
"ENSG00000147378",0,0,0,0,0,0
"ENSG00000147381",0,0,0,0,0,0
"ENSG00000147383",154,194,99,240,120,46
"ENSG00000147394",1244,1578,1848,920,1073,1868
"ENSG00000147400",189,203,181,245,242,109
"ENSG00000147403",25830,26020,12572,35689,17934,7934
"ENSG00000147408",846,555,2452,809,449,1879
"ENSG00000147416",9166,6284,15570,8769,7548,12533
"ENSG00000147419",499,416,227,628,261,110
"ENSG00000147421",966,996,824,1076,473,571
"ENSG00000147432",0,0,0,0,0,0
"ENSG00000147434",4,4,0,1,2,1
"ENSG00000147437",67,64,55,106,61,35
"ENSG00000147439",904,829,1124,915,961,833
"ENSG00000147443",3718,3999,1905,5335,2563,1375
"ENSG00000147454",16329,11248,42823,14556,27751,48558
"ENSG00000147457",1810,1764,974,2108,1271,548
"ENSG00000147459",9673,5263,18374,7017,6757,11933
"ENSG00000147465",0,1,0,1,0,1
"ENSG00000147471",879,886,855,1191,775,577
"ENSG00000147475",738,760,683,937,548,518
"ENSG00000147481",0,0,0,0,0,0
"ENSG00000147485",8,7,17,8,6,13
"ENSG00000147488",9,8,3,1,0,1
"ENSG00000147509",0,0,0,0,0,0
"ENSG00000147526",5110,4365,6129,5192,3144,4202
"ENSG00000147533",1554,1519,2256,1985,1716,1867
"ENSG00000147535",523,647,326,811,381,173
"ENSG00000147536",59,69,42,109,45,28
"ENSG00000147548",5134,4090,4785,5311,2649,2908
"ENSG00000147570",5,7,27,16,3,32
"ENSG00000147571",0,0,0,0,0,0
"ENSG00000147573",2,1,0,2,3,0
"ENSG00000147576",385,316,312,455,169,183
"ENSG00000147586",37,40,19,33,9,3
"ENSG00000147588",0,0,0,0,0,0
"ENSG00000147592",116,144,106,181,90,62
"ENSG00000147596",0,0,0,0,0,0
"ENSG00000147601",564,514,397,651,374,263
"ENSG00000147604",20693,18426,9415,24041,15928,6063
"ENSG00000147606",4,11,4,8,5,1
"ENSG00000147613",0,0,0,0,0,0
"ENSG00000147614",0,2,0,0,0,0
"ENSG00000147642",1,16,3,5,6,0
"ENSG00000147647",1,7,1,3,3,3
"ENSG00000147649",2704,2847,1833,3604,1891,1328
"ENSG00000147650",92,110,49,69,70,43
"ENSG00000147654",334,343,197,412,246,94
"ENSG00000147655",0,0,0,0,2,1
"ENSG00000147669",446,417,281,604,354,162
"ENSG00000147676",0,0,6,2,4,1
"ENSG00000147677",3768,3670,2294,5243,2594,1538
"ENSG00000147679",515,463,315,616,240,186
"ENSG00000147684",1080,1184,642,1582,982,533
"ENSG00000147687",271,254,144,311,156,96
"ENSG00000147689",0,0,1,1,3,0
"ENSG00000147697",6,1,5,2,2,6
"ENSG00000147724",0,3,0,0,0,0
"ENSG00000147753",0,0,0,0,0,0
"ENSG00000147761",0,0,0,0,0,0
"ENSG00000147789",432,388,329,610,292,188
"ENSG00000147799",3,3,2,9,1,0
"ENSG00000147804",71,102,60,120,60,40
"ENSG00000147813",948,1045,1694,1596,832,1255
"ENSG00000147852",10,8,26,13,24,9
"ENSG00000147853",609,522,319,760,468,178
"ENSG00000147854",2918,2822,1758,3279,1396,976
"ENSG00000147862",4,4,4,3,4,1
"ENSG00000147869",0,1,0,0,0,0
"ENSG00000147872",889,619,553,899,424,592
"ENSG00000147873",0,0,0,0,1,0
"ENSG00000147874",811,675,483,978,377,254
"ENSG00000147883",75,115,127,86,108,221
"ENSG00000147885",0,0,0,0,0,0
"ENSG00000147889",86,77,26,156,37,25
"ENSG00000147894",3514,3713,4713,4257,3448,4230
"ENSG00000147896",0,0,0,0,0,0
"ENSG00000147905",697,605,548,760,452,358
"ENSG00000147912",49,62,40,44,25,22
"ENSG00000147955",413,449,274,566,323,146
"ENSG00000147996",734,455,514,794,409,285
"ENSG00000148019",1798,1308,845,2552,793,196
"ENSG00000148053",1,5,2,1,0,0
"ENSG00000148057",130,178,40,212,110,35
"ENSG00000148082",4,3,3,0,1,0
"ENSG00000148090",353,325,266,366,217,205
"ENSG00000148110",1274,1150,2144,1854,1514,1827
"ENSG00000148120",142,108,90,161,71,50
"ENSG00000148123",0,0,0,0,0,0
"ENSG00000148136",0,0,0,0,0,0
"ENSG00000148143",10,19,1,6,3,2
"ENSG00000148153",483,450,494,698,429,283
"ENSG00000148154",791,989,744,997,848,818
"ENSG00000148156",4,2,0,6,3,0
"ENSG00000148158",1475,1617,1385,1702,891,1033
"ENSG00000148175",2608,2307,1906,3727,2334,1601
"ENSG00000148180",2888,3111,5150,2984,4355,4192
"ENSG00000148187",614,712,291,809,335,131
"ENSG00000148200",176,126,279,182,153,186
"ENSG00000148204",5,4,4,2,3,1
"ENSG00000148215",0,0,0,0,0,0
"ENSG00000148218",1165,1060,1043,1553,876,857
"ENSG00000148219",28,20,16,32,7,2
"ENSG00000148225",6,5,3,15,2,0
"ENSG00000148229",992,964,515,1288,594,280
"ENSG00000148248",2685,2403,1978,3351,1763,1414
"ENSG00000148288",280,397,374,436,350,368
"ENSG00000148290",664,628,567,852,604,401
"ENSG00000148291",208,197,107,277,158,63
"ENSG00000148296",1109,1049,646,1162,694,456
"ENSG00000148297",1125,1081,1120,1389,777,837
"ENSG00000148300",444,499,263,649,305,131
"ENSG00000148303",16397,15397,8860,22495,11724,5534
"ENSG00000148308",940,959,718,1271,714,459
"ENSG00000148331",938,914,819,1207,642,590
"ENSG00000148334",639,688,334,857,383,170
"ENSG00000148335",264,336,151,336,244,110
"ENSG00000148337",1492,1558,898,2117,983,638
"ENSG00000148339",550,734,235,834,421,150
"ENSG00000148341",1301,1280,916,1829,945,551
"ENSG00000148343",1040,1125,715,1450,726,524
"ENSG00000148344",0,4,52,1,6,89
"ENSG00000148346",194,478,471,186,479,281
"ENSG00000148356",663,693,830,797,539,654
"ENSG00000148357",0,6,0,0,0,0
"ENSG00000148358",1723,1567,1988,2087,1288,1638
"ENSG00000148362",1043,981,624,1661,772,366
"ENSG00000148377",0,0,1,2,1,0
"ENSG00000148384",580,731,334,769,328,180
"ENSG00000148386",0,0,0,0,0,0
"ENSG00000148396",3325,3199,3371,3824,2015,2484
"ENSG00000148399",538,497,353,736,344,190
"ENSG00000148400",11318,6072,16993,9762,7433,13042
"ENSG00000148408",1,5,0,1,0,2
"ENSG00000148411",1707,1691,2442,2144,1399,2153
"ENSG00000148426",28,62,21,47,18,17
"ENSG00000148429",402,580,322,494,334,289
"ENSG00000148444",170,169,146,288,153,106
"ENSG00000148450",264,175,676,363,382,771
"ENSG00000148459",88,136,87,178,102,68
"ENSG00000148468",94,53,32,98,43,8
"ENSG00000148481",530,437,529,623,296,422
"ENSG00000148482",0,0,0,0,0,0
"ENSG00000148483",13,9,15,13,9,11
"ENSG00000148484",2007,1528,1577,2130,1009,1121
"ENSG00000148488",57,35,36,108,31,12
"ENSG00000148498",43,64,61,34,41,31
"ENSG00000148513",0,0,0,0,0,0
"ENSG00000148516",1013,695,1275,806,592,756
"ENSG00000148541",0,1,0,0,0,0
"ENSG00000148572",1820,1102,5558,1529,2775,4525
"ENSG00000148584",0,0,0,0,0,0
"ENSG00000148600",60,83,40,77,43,21
"ENSG00000148602",0,0,0,0,0,0
"ENSG00000148604",0,0,0,0,0,0
"ENSG00000148606",570,566,335,672,288,171
"ENSG00000148634",2196,1697,2389,2386,1830,1798
"ENSG00000148655",60,118,55,78,56,41
"ENSG00000148660",3477,2343,5669,2941,2519,4111
"ENSG00000148671",4,2,2,1,1,0
"ENSG00000148672",2078,2404,1505,2738,1665,1001
"ENSG00000148677",0,1,0,0,0,0
"ENSG00000148680",12,78,23,15,16,6
"ENSG00000148688",324,345,190,432,192,96
"ENSG00000148690",728,461,491,936,451,246
"ENSG00000148700",8444,6950,8780,9758,4456,7703
"ENSG00000148702",0,1,0,0,0,0
"ENSG00000148704",0,0,0,0,0,0
"ENSG00000148719",1441,1270,1627,1466,1030,1103
"ENSG00000148730",4160,3631,4392,5178,3556,3197
"ENSG00000148734",1,1,0,1,1,0
"ENSG00000148735",3,7,0,2,4,1
"ENSG00000148737",659,854,497,1103,637,303
"ENSG00000148773",615,174,138,965,192,60
"ENSG00000148795",1,1,1,0,1,1
